customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
f277efbc37718499302b3e189bde8e35,7c64114d404c93f2c4305a9f2e7dc3eb,46430,guanambi,BA,8647ff7e5f9536a33f5e6fd7f2c08d2a,f277efbc37718499302b3e189bde8e35,delivered,"2017-07-02 15:00:51","2017-07-04 04:05:27","2017-07-05 12:00:33","2017-07-12 16:12:36","2017-07-31 00:00:00",8647ff7e5f9536a33f5e6fd7f2c08d2a,2,c43ab4269cbf91b373263db4c2973cad,48436dade18ac8b2bce089ec2a041202,"2017-07-10 04:05:27",46.9,30.25,c43ab4269cbf91b373263db4c2973cad,cool_stuff,59,734,4,650,33,18,27
f277efbc37718499302b3e189bde8e35,7c64114d404c93f2c4305a9f2e7dc3eb,46430,guanambi,BA,8647ff7e5f9536a33f5e6fd7f2c08d2a,f277efbc37718499302b3e189bde8e35,delivered,"2017-07-02 15:00:51","2017-07-04 04:05:27","2017-07-05 12:00:33","2017-07-12 16:12:36","2017-07-31 00:00:00",8647ff7e5f9536a33f5e6fd7f2c08d2a,1,d65b6607952f9e0d705b1cbdc92ac027,48436dade18ac8b2bce089ec2a041202,"2017-07-10 04:05:27",44.9,23.52,d65b6607952f9e0d705b1cbdc92ac027,cool_stuff,57,768,4,500,27,10,15
8ca53db6e60cffad03828535d1fcc1a2,b3d23d61fb01dde311c5ddc5dfde8e47,31710,"belo horizonte",MG,2d8f8f85abccae68275f423d878f2b7e,8ca53db6e60cffad03828535d1fcc1a2,delivered,"2018-02-27 08:31:17","2018-02-28 09:56:35","2018-03-06 22:33:27","2018-03-23 14:34:43","2018-04-04 00:00:00",2d8f8f85abccae68275f423d878f2b7e,1,e5ae72c62ebfa708624f5029d609b160,9c0e69c7bf2619675bbadf47b43f655a,"2018-03-06 09:56:35",61.9,16.19,e5ae72c62ebfa708624f5029d609b160,informatica_acessorios,60,367,1,156,18,12,15
299f7b5125c8fbe1761a1b320c34fc7d,b8b3c435a58aebd788a477bed8342910,95585,"arroio do sal",RS,5246f33ed41cfa5f5b8f64e7bc8cf0c2,299f7b5125c8fbe1761a1b320c34fc7d,delivered,"2017-05-05 08:45:28","2017-05-05 08:55:17","2017-05-10 14:43:14","2017-05-17 15:00:14","2017-06-08 00:00:00",5246f33ed41cfa5f5b8f64e7bc8cf0c2,1,0581c05e8e3c0d17ea0ef8904419ec00,53e4c6e0f4312d4d2107a8c9cddf45cd,"2017-05-11 08:55:17",52,17.2,0581c05e8e3c0d17ea0ef8904419ec00,utilidades_domesticas,59,667,1,1250,30,30,30
d3e3b74c766bc6214e0c830b17ee2341,e97109680b052ee858d93a539597bba7,35400,"ouro preto",MG,82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,"2018-06-07 10:06:19","2018-06-09 03:13:12","2018-06-11 13:29:00","2018-06-19 12:05:52","2018-07-18 00:00:00",82566a660a982b15fb86e904c8d32918,1,72a97c271b2e429974398f46b93ae530,094ced053e257ae8cae57205592d6712,"2018-06-18 03:13:12",31.9,18.23,72a97c271b2e429974398f46b93ae530,perfumaria,59,685,1,450,16,17,16
d2b091571da224a1b36412c18bc3bbfe,d699688533772c15a061e8ce81cb56df,4001,"sao paulo",SP,203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,"2017-09-18 14:31:30","2017-09-19 04:04:09","2017-10-06 17:50:03","2017-10-09 22:23:46","2017-09-28 00:00:00",203096f03d82e0dffbc41ebc2e2bcfb7,1,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,"2017-09-25 04:04:09",109.9,8.96,5ac9d9e379c606e36a8094a6046f75dc,beleza_saude,46,2345,6,525,21,16,13
0489975a325480c9e385e9f135bb13c3,b577af9a54b023b4bcc51f69bb937f1c,14406,franca,SP,1d067305b599c1e0dceb3864056ea527,0489975a325480c9e385e9f135bb13c3,delivered,"2018-02-14 13:05:17","2018-02-14 13:15:38","2018-02-20 20:12:57","2018-03-09 21:52:36","2018-03-09 00:00:00",1d067305b599c1e0dceb3864056ea527,1,2a2d22ae30e026f1893083c8405ca522,1a3df491d1c4f1589fc2b934ada68bf2,"2018-02-22 12:15:38",148.9,21.53,2a2d22ae30e026f1893083c8405ca522,cama_mesa_banho,60,744,2,8350,50,27,38
4fea6b3a96c9c399aef5540b38c7025b,f5add44bf786bd861fd6108d400cbaa5,4134,"sao paulo",SP,97d3d89c5b932c10e6d3d4d8c2ba7dd3,4fea6b3a96c9c399aef5540b38c7025b,delivered,"2017-11-24 15:54:35","2017-11-24 19:33:08","2017-11-30 22:37:03","2017-12-05 18:19:02","2017-12-08 00:00:00",97d3d89c5b932c10e6d3d4d8c2ba7dd3,1,077599a82ee54960bc4f4c941b0d1359,900ba814c251a692506d7834c1218441,"2017-11-30 19:31:49",125.02,12.83,077599a82ee54960bc4f4c941b0d1359,beleza_saude,53,1140,3,1600,18,8,20
70adc37c97e196449a2b5dd84465c4b3,2f4caaa523ad6f3d695a5e698263cd05,60873,fortaleza,CE,67ba689f4426cad886c40eaf487258b1,70adc37c97e196449a2b5dd84465c4b3,delivered,"2017-12-11 08:19:59","2017-12-11 08:32:31","2017-12-11 20:12:26","2017-12-20 20:29:02","2018-01-09 00:00:00",67ba689f4426cad886c40eaf487258b1,2,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,"2017-12-15 08:31:24",29,17.63,2136c70bbe723d338fab53da3c03e6dc,relogios_presentes,55,167,3,200,16,2,11
70adc37c97e196449a2b5dd84465c4b3,2f4caaa523ad6f3d695a5e698263cd05,60873,fortaleza,CE,67ba689f4426cad886c40eaf487258b1,70adc37c97e196449a2b5dd84465c4b3,delivered,"2017-12-11 08:19:59","2017-12-11 08:32:31","2017-12-11 20:12:26","2017-12-20 20:29:02","2018-01-09 00:00:00",67ba689f4426cad886c40eaf487258b1,1,ed836edc15625c202f6ba85dbbe95c3a,6560211a19b47992c3666cc44a7e94c0,"2017-12-15 08:31:24",29,17.63,ed836edc15625c202f6ba85dbbe95c3a,relogios_presentes,59,564,3,200,16,2,11
021e84751ba0ead75b6d314a6ead88d9,9a58c55c10b4eb6c69fb0874d8beb466,23025,"rio de janeiro",RJ,38b7efdf33dd5561f4f5d4f6e07b0414,021e84751ba0ead75b6d314a6ead88d9,invoiced,"2017-08-01 18:17:41","2017-08-01 18:32:30",,,"2017-08-28 00:00:00",38b7efdf33dd5561f4f5d4f6e07b0414,1,8988d11aace15e3c9e25763c6d87dcf5,891071be6ba827b591264c90c2ae8a63,"2017-08-10 18:32:30",29.99,14.1,8988d11aace15e3c9e25763c6d87dcf5,fashion_roupa_masculina,23,183,1,200,19,27,27
04c70b7e1a619d16dbd79757e543cc59,c0c0c50de0f9c7089f7de06b69577afc,12070,taubate,SP,315ab79b5d15b5e9304d729579d36a42,04c70b7e1a619d16dbd79757e543cc59,delivered,"2017-03-10 11:45:28","2017-03-10 11:45:28","2017-03-10 13:44:54","2017-03-15 16:15:42","2017-03-29 00:00:00",315ab79b5d15b5e9304d729579d36a42,1,e3e8e08714c40e0101bd225f06bf4fef,f8db351d8c4c4c22c6835c19a46f01b0,"2017-03-16 11:45:28",23.9,10.96,e3e8e08714c40e0101bd225f06bf4fef,utilidades_domesticas,52,514,3,600,17,7,12
df5c9e02596851fcbfc98804e4108bbd,377bdfb2197d3b83c9e3f9502deabcfb,39680,capelinha,MG,741fd1b80f015f170a7f458cf86769b8,df5c9e02596851fcbfc98804e4108bbd,delivered,"2017-12-02 14:28:03","2017-12-02 14:38:30","2017-12-04 21:54:27","2017-12-11 16:17:04","2018-01-04 00:00:00",741fd1b80f015f170a7f458cf86769b8,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,"2017-12-11 14:38:30",89.99,16.39,2b4609f8948be18874494203496bc318,beleza_saude,59,492,3,250,22,10,18
00a6e2753fc2652cb87386ffbf5792b2,3abdf4f27efce96f8573a88343a4084e,4944,"sao paulo",SP,9d513821c0477231fc7c1bfd684d13d8,00a6e2753fc2652cb87386ffbf5792b2,delivered,"2017-02-20 21:31:59","2017-02-22 06:50:09","2017-02-23 07:23:34","2017-03-21 10:35:41","2017-03-17 00:00:00",9d513821c0477231fc7c1bfd684d13d8,1,fd424396761d9e1609c5516b7d8ce17b,8581055ce74af1daba164fdbd55a40de,"2017-02-24 21:31:59",80.4,15.67,fd424396761d9e1609c5516b7d8ce17b,automotivo,53,578,1,4825,61,34,36
00a6e2753fc2652cb87386ffbf5792b2,3abdf4f27efce96f8573a88343a4084e,4944,"sao paulo",SP,9d513821c0477231fc7c1bfd684d13d8,00a6e2753fc2652cb87386ffbf5792b2,delivered,"2017-02-20 21:31:59","2017-02-22 06:50:09","2017-02-23 07:23:34","2017-03-21 10:35:41","2017-03-17 00:00:00",9d513821c0477231fc7c1bfd684d13d8,2,fd424396761d9e1609c5516b7d8ce17b,8581055ce74af1daba164fdbd55a40de,"2017-02-24 21:31:59",80.4,15.67,fd424396761d9e1609c5516b7d8ce17b,automotivo,53,578,1,4825,61,34,36
fc849c5fbc7e2b0c7cfebc138886c693,5bbc03d010ac4dbcfdfa2018349c8f6e,28148,tocos,RJ,210e60465099814a1d2c7635e4065153,fc849c5fbc7e2b0c7cfebc138886c693,delivered,"2018-05-09 18:27:00","2018-05-09 18:54:13","2018-05-10 16:07:00","2018-05-22 00:08:26","2018-05-29 00:00:00",210e60465099814a1d2c7635e4065153,1,b69eb25e3a4def8e9cddee18712e0c5e,8ed8ea9a57c862f2c18c2fe41f601d56,"2018-05-11 18:54:13",199,32.79,b69eb25e3a4def8e9cddee18712e0c5e,cool_stuff,59,993,5,7750,34,33,33
7bb3b0d45b4e1a13cd914e4a135e6bd9,286cb34c005540e593bea6045b73bc5a,4115,"sao paulo",SP,0b0f3c7a9bcb6ad1fccab28f9240da6f,7bb3b0d45b4e1a13cd914e4a135e6bd9,delivered,"2018-07-11 17:22:56","2018-07-11 17:35:21","2018-07-12 16:19:00","2018-07-13 20:56:37","2018-07-23 00:00:00",0b0f3c7a9bcb6ad1fccab28f9240da6f,1,d929915b6b69f9c91192c898b6fc21fc,97512d3fc193b2d1dfcdba0f9d1f0f8a,"2018-07-17 17:35:21",64.99,31.48,d929915b6b69f9c91192c898b6fc21fc,informatica_acessorios,51,1147,4,1050,105,11,12
ba8a4209b5b60ac17ac458fdf1d34ddb,3d83e5ef875fbe2b372eb472a6528146,93224,"sapucaia do sul",RS,919a615149354b4e074eff65adaeae81,ba8a4209b5b60ac17ac458fdf1d34ddb,delivered,"2017-12-28 18:40:56","2017-12-28 20:08:04","2018-01-05 00:56:39","2018-01-16 18:43:16","2018-01-31 00:00:00",919a615149354b4e074eff65adaeae81,1,78c3942245093508f8e17ffc06a0dfcf,4830e40640734fc1c52cd21127c341d4,"2018-01-04 20:08:04",45.99,14.1,78c3942245093508f8e17ffc06a0dfcf,moveis_decoracao,56,516,3,313,24,15,14
cae5d18352d2eb7396bd594c706f3624,b8baa482e2e3b439ab972fba47c9be48,12080,taubate,SP,6de3383be650cfe96aed26171ad65c47,cae5d18352d2eb7396bd594c706f3624,delivered,"2017-10-18 16:44:45","2017-10-18 16:56:50","2017-10-19 22:14:05","2017-10-27 20:48:58","2017-11-06 00:00:00",6de3383be650cfe96aed26171ad65c47,2,7666acd3cb60e97bf02449e36be0c02a,d05ae8f7a5bd1d2a690a44cd079e4e27,"2017-10-24 16:56:50",204,23.83,7666acd3cb60e97bf02449e36be0c02a,esporte_lazer,20,2001,1,200,20,10,15
cae5d18352d2eb7396bd594c706f3624,b8baa482e2e3b439ab972fba47c9be48,12080,taubate,SP,6de3383be650cfe96aed26171ad65c47,cae5d18352d2eb7396bd594c706f3624,delivered,"2017-10-18 16:44:45","2017-10-18 16:56:50","2017-10-19 22:14:05","2017-10-27 20:48:58","2017-11-06 00:00:00",6de3383be650cfe96aed26171ad65c47,1,9d8a0e115e802d845b4ce1eb794d1260,d05ae8f7a5bd1d2a690a44cd079e4e27,"2017-10-24 16:56:50",120,7.94,9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30,2299,1,150,20,10,15
6cf4840b6dfe102270032fca98880fc2,f38d0a168948a5dd98c2b8e0f9eb3120,25720,petropolis,RJ,74016effecaa79d592487f6a4ee47d4b,6cf4840b6dfe102270032fca98880fc2,delivered,"2017-02-18 10:39:14","2017-02-18 10:50:16","2017-03-07 15:19:06","2017-03-21 08:37:58","2017-03-21 00:00:00",74016effecaa79d592487f6a4ee47d4b,1,91025258cde9e3ab5c55b59dbc77cde2,45d33f715e24d15a6ccf5c17b3a23e3c,"2017-02-22 09:39:14",36.99,14.52,91025258cde9e3ab5c55b59dbc77cde2,construcao_ferramentas_construcao,32,424,1,333,25,11,19
3be5a877ceebea2954404c6ef8e70be2,18bbfd7c77ff481bac5ae34fe5b8cc52,78780,"alto araguaia",MT,9db49839ad325c2bf4303df727694be2,3be5a877ceebea2954404c6ef8e70be2,delivered,"2017-09-13 17:53:28","2017-09-15 02:24:49","2017-09-20 13:35:16","2017-10-03 21:13:43","2017-10-16 00:00:00",9db49839ad325c2bf4303df727694be2,1,39aa98469aa7460a9764311b3f8efb12,391fc6631aebcf3004804e51b40bcf1e,"2017-09-26 02:24:49",45.95,16.79,39aa98469aa7460a9764311b3f8efb12,cama_mesa_banho,47,161,2,350,25,8,19
f239edc4401c9043a2c8f37fe164b273,8fbfbef81eb19dbfa1f6ba6bf5924e4b,9710,"sao bernardo do campo",SP,0ab63e307694f40a88a0ecd358c0939d,f239edc4401c9043a2c8f37fe164b273,delivered,"2018-04-15 22:11:11","2018-04-17 05:50:27","2018-04-19 02:22:27","2018-04-25 18:11:42","2018-05-09 00:00:00",0ab63e307694f40a88a0ecd358c0939d,1,a322cb898d31adbe4a4de692f4bc0276,218d46b86c1881d022bce9c68a7d4b15,"2018-04-23 05:50:27",148,15.13,a322cb898d31adbe4a4de692f4bc0276,esporte_lazer,50,623,1,1200,19,18,16
148348ff65384b4249b762579532e248,db979bdfe0bbba29ecd3df3f6c50bea2,87711,paranavai,PR,47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,delivered,"2018-06-26 13:42:52","2018-06-27 08:35:32","2018-06-27 13:20:00","2018-07-03 18:37:46","2018-07-20 00:00:00",47aa4816b27ba60ec948cd019cc1afc1,1,1501b0033c68a37fa9560033a440e529,33cbbec1e7e1044aaf11d152172c776f,"2018-06-29 03:31:40",53.44,18.47,1501b0033c68a37fa9560033a440e529,eletroportateis,58,1160,6,410,24,22,17
b1daab0190e21f1b1702791e68fcd940,0fa37740a3371e759a99e0acc2d533c2,30494,"belo horizonte",MG,4efb9f3d8ba57d35f9f884744e757265,b1daab0190e21f1b1702791e68fcd940,delivered,"2017-07-24 16:14:28","2017-07-24 16:25:13","2017-07-26 10:32:31","2017-07-28 18:15:51","2017-08-15 00:00:00",4efb9f3d8ba57d35f9f884744e757265,1,9c422a519119dcad7575db5af1ba540e,2b3e4a2a3ea8e01938cabda2a3e5cc79,"2017-07-28 16:25:13",49.99,14.1,9c422a519119dcad7575db5af1ba540e,informatica_acessorios,56,1306,1,100,20,20,20
21b4986e79d2c4215a20b1d560b9c51a,28474464ffc2a83a0680463c36e6dfd5,4121,"sao paulo",SP,16dda44df2095f93a8e1390b77c2c048,21b4986e79d2c4215a20b1d560b9c51a,delivered,"2018-04-11 10:49:26","2018-04-11 11:10:50","2018-04-16 19:36:41","2018-04-17 19:32:10","2018-04-27 00:00:00",16dda44df2095f93a8e1390b77c2c048,1,376450070f391460f4b67e13166cae60,92eb0f42c21942b6552362b9b114707d,"2018-04-17 11:10:50",25.77,7.39,376450070f391460f4b67e13166cae60,telefonia,54,276,1,275,22,3,16
7d61bddcc4435ac5dd586d751ebca204,10936b5134f21f582fbc02f383d76572,75804,jatai,GO,0d13e311818a800d01cd46fb35dd3c27,7d61bddcc4435ac5dd586d751ebca204,delivered,"2017-03-29 23:16:20","2017-03-29 23:25:13","2017-04-10 15:57:03","2017-04-18 14:29:48","2017-05-11 00:00:00",0d13e311818a800d01cd46fb35dd3c27,1,33e77eecc23c25a65d10f627e5053617,a7f13822ceb966b076af67121f87b063,"2017-04-09 23:25:13",129.96,36.74,33e77eecc23c25a65d10f627e5053617,moveis_escritorio,48,1092,1,7400,54,53,20
db6505328f042b7f4fae7d80f3b0515f,2575b93f24ae722702825789254eaa1a,4447,"sao paulo",SP,446e20f85f1b9cf552376d6f31c983b2,db6505328f042b7f4fae7d80f3b0515f,delivered,"2018-02-23 13:12:12","2018-02-27 05:31:00","2018-02-27 20:13:18","2018-03-06 23:49:06","2018-03-15 00:00:00",446e20f85f1b9cf552376d6f31c983b2,1,9e28a904bf99a4b3d1548580a906b3e7,7142540dd4c91e2237acb7e911c4eba2,"2018-03-05 04:11:27",59.9,29.21,9e28a904bf99a4b3d1548580a906b3e7,automotivo,56,651,5,11200,78,4,47
ed91cd9ea6e333288382a4adbefaffcf,a54ac085fc21d6fee207ddc23554a93e,2246,"sao paulo",SP,6d46f8b7f485ad93146f9880682d4eb2,ed91cd9ea6e333288382a4adbefaffcf,delivered,"2017-11-26 11:38:04","2017-11-26 11:54:51","2017-11-27 20:12:00","2017-12-05 19:23:37","2017-12-15 00:00:00",6d46f8b7f485ad93146f9880682d4eb2,1,5522d9e4b6d59f452aff650b213369d8,bccf933e006e9b94a6184af782963e77,"2017-11-30 11:54:51",49.39,12.69,5522d9e4b6d59f452aff650b213369d8,beleza_saude,28,602,1,638,19,13,16
4a9a0fbfec7f28adc3a7ab9ef3bdef08,1c065f2b3e2e84ae918fa40f18b6c77d,4185,"sao paulo",SP,911ac4b6a3d83be295853192aa63fbaa,4a9a0fbfec7f28adc3a7ab9ef3bdef08,delivered,"2017-10-07 20:37:26","2017-10-07 20:49:32","2017-10-10 13:03:58","2017-10-11 19:28:53","2017-10-25 00:00:00",911ac4b6a3d83be295853192aa63fbaa,1,036734b5a58d5d4f46b0616ddc047ced,ea8482cd71df3c1969d7b9473ff13abc,"2017-10-13 20:49:32",27.99,7.78,036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12
eb1c0e1ca3e17eccaefb7f0d4dc659b1,48625b68a29dcfc3aba4b5147e0625aa,20520,"rio de janeiro",RJ,9ceb8ab5165cefecdddb546cb5a6362b,eb1c0e1ca3e17eccaefb7f0d4dc659b1,delivered,"2018-02-05 17:27:54","2018-02-06 17:32:25","2018-02-07 23:34:48","2018-02-18 14:28:47","2018-03-06 00:00:00",9ceb8ab5165cefecdddb546cb5a6362b,1,d9235fea02ba3f9fafcd78d898ac4355,dee656f0f566ed1aa85bd137c943f08f,"2018-02-12 17:30:51",120,18.09,d9235fea02ba3f9fafcd78d898ac4355,construcao_ferramentas_iluminacao,54,929,5,1300,22,15,18
3cc640f13134a74f3bc34b9b0094d412,30e4588900a8ceade11dbe60525d107e,55400,catende,PE,8a49984afb76dae66f3810e1b7093ec4,3cc640f13134a74f3bc34b9b0094d412,delivered,"2018-02-15 23:27:21","2018-02-17 03:35:43","2018-02-19 23:53:13","2018-03-14 16:52:13","2018-03-20 00:00:00",8a49984afb76dae66f3810e1b7093ec4,1,64d0feb1bcf9c7fe7b5dad3271c10910,e5a38146df062edaf55c38afa99e42dc,"2018-02-22 02:35:43",89.18,27.16,64d0feb1bcf9c7fe7b5dad3271c10910,moveis_decoracao,58,696,7,750,25,15,35
3971ac136496b4368c1431bb5bce0929,1858eacbc8be35fe3b5dcfcd6d249462,79002,"campo grande",MS,0197cb265e2c84b9f89dfd784095d2f6,3971ac136496b4368c1431bb5bce0929,delivered,"2017-12-21 20:55:24","2017-12-23 02:12:41","2017-12-26 19:08:59","2017-12-28 16:37:08","2018-01-30 00:00:00",0197cb265e2c84b9f89dfd784095d2f6,1,b8fb835549196ef18695839a1a749584,51702dc2a3e106c76dbff722b5bf0726,"2018-01-05 02:12:41",320,58.91,b8fb835549196ef18695839a1a749584,moveis_decoracao,31,449,1,13450,56,40,36
6520161e793f944073a132d97e9af083,83aba9785dbb2e81044c9da5fa9e740c,36033,"juiz de fora",MG,8e3f8be6e1ce8ec5b39dae59e0aabcff,6520161e793f944073a132d97e9af083,delivered,"2018-03-23 11:07:13","2018-03-27 03:56:17","2018-03-29 21:33:24","2018-04-11 23:41:16","2018-04-16 00:00:00",8e3f8be6e1ce8ec5b39dae59e0aabcff,1,9d838a7fbaba7fca5f1fad259984063a,897060da8b9a21f655304d50fd935913,"2018-04-02 03:56:17",59,18.29,9d838a7fbaba7fca5f1fad259984063a,informatica_acessorios,47,1076,1,117,16,16,11
