product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name,product_category_name_english,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34,1080,2,250,41,2,29,informatica_acessorios,computers_accessories,008990da719764fb392914d8ab53ad04,1,a8115d34a4b7b74388da609692162c37,85d9eb9ddc5d00ca9336a2219c97bb13,"2018-06-01 19:37:41",35.9,18.23
bf06a69bb27c58156391de458700f3e7,relogios_presentes,60,272,5,300,16,2,11,relogios_presentes,watches_gifts,0091a677651feaf5a08d7bb147681e14,1,bf06a69bb27c58156391de458700f3e7,6560211a19b47992c3666cc44a7e94c0,"2018-08-28 13:44:42",38,7.53
464383c22e65860826cf78650fe0f4e4,consoles_games,49,781,5,200,16,16,16,consoles_games,consoles_games,0094dc9ea7e3cd54d95aea42685673ff,1,464383c22e65860826cf78650fe0f4e4,16090f2ca825584b5a147ab24aa30c86,"2017-03-15 21:55:31",89.99,14.8
4834f24983a4f056e5ae64265f723aaf,eletronicos,52,468,3,230,16,14,15,eletronicos,electronics,00a1e977cf6e672402963940db55d919,1,4834f24983a4f056e5ae64265f723aaf,5656537e588803a555b8eb41f07a944b,"2018-07-27 16:35:16",24.89,7.75
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11,esporte_lazer,sports_leisure,00ab210695a17fe10e6b23616ae5bc97,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,"2018-06-18 06:30:53",39,7.53
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11,esporte_lazer,sports_leisure,00af53fdc2002f5b6a8f16db648e003b,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,"2017-06-26 15:15:17",39.9,11.85
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52,424,1,175,22,11,15,eletronicos,electronics,00b47ee856118583dbec7d1f9b18d847,1,0e40b1ed4cfd3da1962ec91913e54ba8,8b321bb669392f5163d04c59e235e066,"2018-03-30 20:10:20",13.65,15.23
121b9686b9929855d823981fc655a6fe,utilidades_domesticas,55,747,1,6250,53,23,28,utilidades_domesticas,housewares,00b676b01c289cc661c6f7732492771a,1,121b9686b9929855d823981fc655a6fe,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,"2017-08-08 15:45:15",50,21.19
6c90c0f6c2d89eb816b9e205b9d6a36a,informatica_acessorios,41,260,1,775,21,18,26,informatica_acessorios,computers_accessories,00bcee890eba57a9767c7b5ca12d3a1b,1,6c90c0f6c2d89eb816b9e205b9d6a36a,3bb548e3cb7f70f28e3f11ee9dce0e59,"2017-07-26 21:05:07",165.5,15.8
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60,1146,6,150,20,24,33,beleza_saude,health_beauty,00c4f17dcb94448f27a2cbaa83f10a4b,1,adf591c625cb265c12bc6749d3a2f757,a420f60ff1aa9acc80d0e42959f2b313,"2018-06-12 20:31:41",32,7.39
5d422bd54b54307ff7a5e770f40946e4,brinquedos,16,508,2,300,16,5,16,brinquedos,toys,00fb055886536063afa0dbee07a0944f,1,5d422bd54b54307ff7a5e770f40946e4,e88c9b79e592e370d6bd852eeefbf057,"2017-06-02 02:25:13",11.9,16.79
5d422bd54b54307ff7a5e770f40946e4,brinquedos,16,508,2,300,16,5,16,brinquedos,toys,00fb055886536063afa0dbee07a0944f,2,5d422bd54b54307ff7a5e770f40946e4,e88c9b79e592e370d6bd852eeefbf057,"2017-06-02 02:25:13",11.9,16.79
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33,523,3,584,16,11,13,relogios_presentes,watches_gifts,011c899816ea29773525bd3322dbb6aa,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,"2018-05-07 05:30:45",99.9,0
fc13bac52be6640d9a77f54894e2c0e6,beleza_saude,42,1158,1,550,17,9,13,beleza_saude,health_beauty,0132f39e8ad9b42ad2d41c847f44c0ed,1,fc13bac52be6640d9a77f54894e2c0e6,e24d3429d294b2eb200b064ebb035879,"2018-07-11 15:30:43",28.8,8.36
a93ad122024312ca432da7f7b32474b4,cama_mesa_banho,48,267,1,1588,48,12,44,cama_mesa_banho,bed_bath_table,013a98b3a668bcef05b98898177f6923,1,a93ad122024312ca432da7f7b32474b4,8a432f4e5b471f8da497d7dc517666e2,"2018-08-13 23:30:11",63,23.35
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53,579,1,675,22,24,21,brinquedos,toys,013b811ba81339b7634ab5231c547e6a,1,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,46dc3b2cc0980fb8ec44634e21d2718e,"2017-10-30 22:49:21",99.99,16.95
bcac2cdcd851929a5caa3e1508d5abc9,utilidades_domesticas,45,928,1,800,39,6,28,utilidades_domesticas,housewares,013e9c654a339d80b53513da3c1ea437,1,bcac2cdcd851929a5caa3e1508d5abc9,0adac9fbd9a2b63cccaac4f8756c1ca8,"2017-06-22 13:55:18",109.9,13.11
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38,390,1,850,18,21,15,utilidades_domesticas,housewares,014872cb0c4fc7695c70484966baa65c,1,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,"2018-03-19 04:28:31",54.9,23.31
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38,390,1,850,18,21,15,utilidades_domesticas,housewares,014872cb0c4fc7695c70484966baa65c,2,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,"2018-03-19 04:28:31",54.9,23.31
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38,390,1,850,18,21,15,utilidades_domesticas,housewares,014872cb0c4fc7695c70484966baa65c,3,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,"2018-03-19 04:28:31",54.9,23.31
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38,390,1,850,18,21,15,utilidades_domesticas,housewares,014872cb0c4fc7695c70484966baa65c,4,f9471562478eba8761bc985b968a0092,3785b653b1b82de85ab47dd139938091,"2018-03-19 04:28:31",54.9,23.31
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38,1176,3,15350,47,40,47,cool_stuff,cool_stuff,0152f10d04554388634b75f079f069fc,1,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,"2017-09-21 10:10:22",610,37.54
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15,cool_stuff,cool_stuff,016b1af508245e59ef75d83e3fe20a92,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,"2017-04-13 02:43:18",129.99,17.65
6c321ed0f47858a8650f4104771224b5,relogios_presentes,58,509,4,300,16,2,20,relogios_presentes,watches_gifts,016befe103ce7c9e5b1b7ef359777eea,1,6c321ed0f47858a8650f4104771224b5,6560211a19b47992c3666cc44a7e94c0,"2017-09-08 10:25:18",49,11.85
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63,244,4,600,29,12,23,moveis_decoracao,furniture_decor,016dee69b3de35a39bfccee5309307c3,1,68bfdbfe84f03af17733b10362f10020,827f8f69dfa529c561901c4f2e0f332f,"2017-01-18 16:35:59",45,17.19
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55,1392,1,900,16,16,16,esporte_lazer,sports_leisure,016fbc333d66b414be541c6159576c40,1,b0cd550945da1de6eb9cb69595d540df,6b243f80ed07b10f0e8aa0f21a205f3c,"2018-06-07 18:30:42",84.9,18.52
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57,74,1,250,20,2,15,cama_mesa_banho,bed_bath_table,017dcb6892d4469a13dee34f241f8c4e,1,f4d705aa95ccca448e5b0deb6e5290ba,da8622b14eb17ae2831f4ac5b9dab84a,"2017-11-17 20:35:26",24.9,9.09
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45,1003,2,400,18,11,11,perfumaria,perfumery,01835ef41c5ac66dd9ec6084fa1d0533,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,"2017-05-18 21:45:17",56.99,15.15
436c8d57ff8d4aa254318e9bd9b48c83,cool_stuff,54,599,6,530,30,9,14,cool_stuff,cool_stuff,0188777fe321843a18be24a6e9aa1e53,1,436c8d57ff8d4aa254318e9bd9b48c83,48436dade18ac8b2bce089ec2a041202,"2017-07-31 14:35:11",55.9,9.94
83b92639fffd1d55c9e04c77c86d8d2c,informatica_acessorios,56,901,1,280,20,15,14,informatica_acessorios,computers_accessories,0199edc5b01351df8e73a674aa473ee7,1,83b92639fffd1d55c9e04c77c86d8d2c,00fc707aaaad2d31347cf883cd2dfe10,"2018-04-06 04:10:16",93,8
036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12,telefonia,telephony,01a6ad782455876aa89081449d49c452,1,036734b5a58d5d4f46b0616ddc047ced,ea8482cd71df3c1969d7b9473ff13abc,"2018-01-24 10:17:29",34.99,15.1
b5c114b11d53b6fd85a6a90790f0b479,utilidades_domesticas,30,678,3,267,24,15,12,utilidades_domesticas,housewares,01a75ac3dd000b7628a684be97c29234,1,b5c114b11d53b6fd85a6a90790f0b479,0adac9fbd9a2b63cccaac4f8756c1ca8,"2018-01-29 10:59:10",42.9,15.1
e2acf075e3634e6f0c26e4e88c1bf9d7,moveis_sala,33,332,1,6750,54,18,53,moveis_sala,furniture_living_room,01d0cbd002be92b5a970cb8f233349c2,1,e2acf075e3634e6f0c26e4e88c1bf9d7,1554a68530182680ad5c8b042c3ab563,"2017-07-27 14:50:15",329.9,46.39
ff96895c6b1d31f34b2d82f86670fa85,cama_mesa_banho,59,297,1,2450,35,10,35,cama_mesa_banho,bed_bath_table,01d1bb79f3dee77d8a6809aff0025590,1,ff96895c6b1d31f34b2d82f86670fa85,da8622b14eb17ae2831f4ac5b9dab84a,"2018-08-21 23:43:59",219.9,27.84
2381a3052dd37f97e616bf160467acae,relogios_presentes,39,615,1,530,18,9,13,relogios_presentes,watches_gifts,01da5549f136167573c8a302f008557a,1,2381a3052dd37f97e616bf160467acae,6b536a23086fba0d58c08d68814397f6,"2018-04-16 03:55:21",150,20.02
165948b2c41e846df7d09b56826a747f,fashion_bolsas_e_acessorios,55,89,1,200,16,2,11,fashion_bolsas_e_acessorios,fashion_bags_accessories,01dbd2da9b685e6d444416f7825d0931,1,165948b2c41e846df7d09b56826a747f,e5a3438891c0bfdb9394643f95273d8e,"2017-10-10 22:35:27",33.6,15.1
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42,303,2,1300,25,16,25,moveis_decoracao,furniture_decor,01dcbb39823b4cda39ddcc6679fb00ac,1,bbf920aa6ac72007a726e6f419156f8f,391fc6631aebcf3004804e51b40bcf1e,"2017-06-02 20:15:19",39.9,17.6
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42,303,2,1300,25,16,25,moveis_decoracao,furniture_decor,01dcbb39823b4cda39ddcc6679fb00ac,2,bbf920aa6ac72007a726e6f419156f8f,391fc6631aebcf3004804e51b40bcf1e,"2017-06-02 20:15:19",39.9,17.6
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11,esporte_lazer,sports_leisure,01e84dcdea7f8180214c9cf9f058f0dc,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,"2017-11-08 02:31:12",45.9,15.1
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50,1290,3,750,25,7,25,esporte_lazer,sports_leisure,01e9b3d727e46edf036b0bd549c38bb4,1,af56e0203193f066ed64cbbbbf95ae6a,ef990a83bbea832f36ebe81376335aa8,"2018-01-25 21:41:15",99.9,16.46
96bd76ec8810374ed1b65e291975717f,esporte_lazer,46,250,1,154,18,9,15,esporte_lazer,sports_leisure,01f66e58769f84129811d43eefd187fb,1,96bd76ec8810374ed1b65e291975717f,7b07b3c7487f0ea825fc6df75abd658b,"2018-07-11 21:30:20",79.8,7.82
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11,esporte_lazer,sports_leisure,0203892ed7a2b76401830f4b82a5a34c,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,"2017-07-13 20:35:16",39.9,8.72
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39,422,1,250,36,4,20,fashion_underwear_e_moda_praia,fashion_underwear_beach,0207f5a2635f4e2d29acd00fc01a36ba,1,6b017e0d95d8765a6f2bed3bc272c61e,a6fe7de3d16f6149ffe280349a8535a0,"2018-03-09 10:35:48",59.9,11.92
acef497c1130f71ccfe63aaa1c9a607d,beleza_saude,53,2496,1,200,16,6,11,beleza_saude,health_beauty,021363783b521e9813dd62bbcb77d1dd,1,acef497c1130f71ccfe63aaa1c9a607d,1b7e5006cb25dd23ce8686691013b121,"2018-03-01 15:27:26",559.99,19.36
84db874a1a2d895b0eece26cc9bb3dd3,cool_stuff,55,418,2,1250,36,16,24,cool_stuff,cool_stuff,0227da6a9a5c5d03b593cc9c2bce3463,1,84db874a1a2d895b0eece26cc9bb3dd3,4b9750c8ad28220fe6702d4ecb7c898f,"2018-04-17 16:51:09",49.9,11.62
188c9cb0aff9e485e3f84752731c633a,cama_mesa_banho,55,428,1,150,16,11,11,cama_mesa_banho,bed_bath_table,024554aeb0da84476f1c31a711e0990c,2,188c9cb0aff9e485e3f84752731c633a,4200ddf1967c5e41e48db62bc6d4b5ac,"2018-04-24 14:30:52",17.9,17.06
6c321ed0f47858a8650f4104771224b5,relogios_presentes,58,509,4,300,16,2,20,relogios_presentes,watches_gifts,024f8681c73783017f7cd5d5b061be3a,1,6c321ed0f47858a8650f4104771224b5,6560211a19b47992c3666cc44a7e94c0,"2017-09-18 13:25:31",49,7.78
d2f2c2b94c6ac44ece0bd0dd202c7939,moveis_decoracao,54,241,4,1050,32,12,32,moveis_decoracao,furniture_decor,026a8d09914c519feb34944477b6bd41,1,d2f2c2b94c6ac44ece0bd0dd202c7939,710e3548e02bc1d2831dfc4f1b5b14d4,"2017-08-31 13:05:13",35.99,19.59
eb6913790ee61d3d4d8dffcbbedea827,pet_shop,57,1268,2,102,20,6,13,pet_shop,pet_shop,029b2daf51dda061aeb1cf32c9306db7,1,eb6913790ee61d3d4d8dffcbbedea827,382229d1e840115ffe3dbf5ff460e417,"2018-08-08 16:35:20",29.9,18.31
e71435b372f90893385344e8be3a7696,utilidades_domesticas,43,2372,1,1350,44,11,25,utilidades_domesticas,housewares,029c366599ce117100419a093b7f6132,1,e71435b372f90893385344e8be3a7696,9baf5cb77970f539089d09a38bcec5c3,"2018-07-05 20:58:37",99.99,11.72
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56,505,2,200,20,20,20,eletronicos,electronics,02c84deb7aa1f2e74090d56a0ec84120,1,ce8a29973a1fed3f8d22ea5514d9ea07,8b321bb669392f5163d04c59e235e066,"2018-03-07 23:09:46",18.9,15.1
2bb3e85f2a403543fdb64e266e70c792,brinquedos,57,925,5,19450,45,50,45,brinquedos,toys,02ce7f70a5c7a6b04c29a98b061d68b7,1,2bb3e85f2a403543fdb64e266e70c792,76d64c4aca3a7baf218bf93ef7fa768d,"2017-06-11 22:02:20",329.9,57.59
431dc11c26a67c6a49e81cee84f35b28,consoles_games,47,1338,2,600,18,12,18,consoles_games,consoles_games,02dcfbe3274b16820a9fca74c156dc9a,1,431dc11c26a67c6a49e81cee84f35b28,66e0557ecc2b4dbea057e93f215f68d8,"2017-11-30 04:06:35",454,15.52
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15,cool_stuff,cool_stuff,02ea54f5cf3a07904182167e104f97ff,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,"2017-03-23 19:30:39",129.99,13.49
34282a40b7d2b7aae8762762cb6ebcad,moveis_sala,37,313,2,4350,58,16,53,moveis_sala,furniture_living_room,03005a2f16aaf981d51d8ef44222444a,1,34282a40b7d2b7aae8762762cb6ebcad,1554a68530182680ad5c8b042c3ab563,"2018-02-12 04:32:48",139.9,39.97
18fa9cc25ea8b54f32d029f261673c0f,construcao_ferramentas_construcao,58,338,1,2900,23,8,23,construcao_ferramentas_construcao,construction_tools_construction,031a7dab65c3430d325ad35ab8a95277,1,18fa9cc25ea8b54f32d029f261673c0f,0b35c634521043bf4b47e21547b99ab5,"2018-06-29 10:19:03",109.9,18.82
70906e04da1eebf3d1b8791bd09ffe85,informatica_acessorios,51,518,1,214,18,14,13,informatica_acessorios,computers_accessories,0347e77ba3ffb1d21339231e1f882b5c,1,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,"2018-02-09 18:11:27",69.9,12.62
70906e04da1eebf3d1b8791bd09ffe85,informatica_acessorios,51,518,1,214,18,14,13,informatica_acessorios,computers_accessories,0347e77ba3ffb1d21339231e1f882b5c,2,70906e04da1eebf3d1b8791bd09ffe85,f457c46070d02cadd8a68551231220dd,"2018-02-09 18:11:27",69.9,12.62
6722735e7b6ea43bbd86b1c9074c3057,automotivo,52,231,1,1050,20,16,16,automotivo,auto,03481652329171ff571df2c58bae0167,1,6722735e7b6ea43bbd86b1c9074c3057,2cb98e27ce1c18abdb42209b34c382a7,"2018-06-25 14:57:18",62.49,57.21
1c36a5285f7f3b1ed2637d7c528ce5ff,malas_acessorios,21,769,4,1600,55,37,30,malas_acessorios,luggage_accessories,035201c3c82a97f8a25dd6bd5244b2d5,1,1c36a5285f7f3b1ed2637d7c528ce5ff,d1b65fc7debc3361ea86b5f14c68d2e2,"2017-11-22 04:30:29",89.99,45.09
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45,1003,2,400,18,11,11,perfumaria,perfumery,035518626172ac1884aa3825eb7d1379,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,"2017-06-12 15:25:19",56.99,15.15
557484a8965bdc4e548658239f7663fd,ferramentas_jardim,52,1493,6,4000,30,21,24,ferramentas_jardim,garden_tools,035678e70978296fb0e7469a611c322e,1,557484a8965bdc4e548658239f7663fd,81a1104df0f08b59c68aa5b03cfe398e,"2018-01-16 10:09:18",179.99,23.58
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13,utilidades_domesticas,housewares,03708181cb41c558287d1feff6df5cb6,1,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,"2017-12-18 19:29:53",177.99,18.82
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24,356,2,7750,33,25,33,moveis_sala,furniture_living_room,03720fdc92032ee4abd471d172006ab0,1,dd2ca29c9d0f93d3b1d28d7d7ee3025c,5b0cc932433fa5184b5b94bfe6bcc256,"2018-08-09 21:45:17",99,44.49
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48,120,1,300,40,4,30,cama_mesa_banho,bed_bath_table,0373763807c25ce94a4b85c7c0f47062,1,a314a62cff3e5725f545fa263aed7a7b,d2374cbcbb3ca4ab1086534108cc3ab7,"2017-08-07 20:27:37",22.9,11.85
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15,cool_stuff,cool_stuff,03a10721769c7d8f2fefab105e64fbef,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,"2017-08-17 14:25:14",118.99,17.08
6e1b14d3cbb5fb3a2c00351007127dfd,cool_stuff,55,985,1,1625,44,24,32,cool_stuff,cool_stuff,03cdb68275d2470616d79840dd83e1a2,1,6e1b14d3cbb5fb3a2c00351007127dfd,7a67c85e85bb2ce8582c35f2203ad736,"2017-04-19 02:42:33",219.99,33.14
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13,utilidades_domesticas,housewares,03cf8d977a18ea1308ec10c0f7de2f4e,1,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,"2017-04-26 21:10:10",169.99,16.4
b22934d8dedd07b3033be2bf6da70bcb,brinquedos,33,561,2,415,19,16,17,brinquedos,toys,03d0e68d9f396f3c4e69dbbb0abc3564,1,b22934d8dedd07b3033be2bf6da70bcb,87d30a6a0cbf89356e49324971ab1d24,"2018-01-31 02:58:15",46.9,14.1
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45,561,2,553,18,9,15,utilidades_domesticas,housewares,03d409e5b5b19ae88c43b41b503fdc5f,1,0bb7cb61f1957f79dac582ab66ccdc1f,e26901d5ab434ce92fd9b5c256820a4e,"2017-09-14 02:55:29",23.9,9.34
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36,890,1,950,29,3,21,livros_tecnicos,books_technical,03d6e874e44c091359a3ad62f2bec233,1,173e9fe34bfe97f3a5e6dc57fe897b74,ba143b05f0110f0dc71ad71b4466ce92,"2018-05-10 03:12:07",57.49,11.15
1fd95182c672cf5b10c82207ca5dab97,automotivo,58,797,5,1100,23,7,38,automotivo,auto,03dab6b77334d60ea91564ec4c7813a1,1,1fd95182c672cf5b10c82207ca5dab97,7142540dd4c91e2237acb7e911c4eba2,"2017-10-04 23:24:45",69.9,16.25
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47,348,1,2900,40,10,35,moveis_decoracao,furniture_decor,03e2b2c32adfd7016fbdf98a70a7077c,1,0eb8e03d4ef83152c4642b606b5bbdec,cac4c8e7b1ca6252d8f20b2fc1a2e4af,"2018-05-17 18:53:57",29.99,15.16
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11,esporte_lazer,sports_leisure,03e53a3c2ea313a49e89aee8f8c44970,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,"2017-06-21 15:35:09",39.9,17.63
2efbce46d36d9af306d4300db163b276,beleza_saude,48,762,1,270,16,16,15,beleza_saude,health_beauty,03e5d6a8dd520898f86f8429ccd07c21,1,2efbce46d36d9af306d4300db163b276,b494891378bd8f4560abe576c52deacd,"2018-08-02 11:45:13",119.9,15.94
4a0c2a56e65c941a0bb9874c47dd66d8,cama_mesa_banho,58,2375,6,1400,30,20,26,cama_mesa_banho,bed_bath_table,03eba6d9fef8f5b3e811d4b5a7cca9cd,1,4a0c2a56e65c941a0bb9874c47dd66d8,a673821011d0cec28146ea42f5ab767f,"2018-02-14 20:29:03",84.99,17.84
cc68bcd2a2720e95aef8b6cb71f62ed9,esporte_lazer,54,660,1,154,17,10,13,esporte_lazer,sports_leisure,03f9705f9135ccb809e74e902f19b2e8,1,cc68bcd2a2720e95aef8b6cb71f62ed9,a17f621c590ea0fab3d5d883e1630ec6,"2017-05-02 21:25:13",19.33,10.96
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13,utilidades_domesticas,housewares,040375f78f9a97d7edfa4e9d2aa8273d,1,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,"2018-01-31 14:19:58",169.99,36.51
af5dce27d2097e3cbfeb25ad9eac092c,cool_stuff,52,330,1,1650,33,44,19,cool_stuff,cool_stuff,040f214f2ec8be892fee452b52a96f1f,1,af5dce27d2097e3cbfeb25ad9eac092c,12b9676b00f60f3b700e83af21824c0e,"2017-11-16 16:08:20",199,18.64
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15,beleza_saude,health_beauty,041cba819a99569f87996b65b73ea82e,1,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,"2018-03-27 00:30:27",23.99,14.16
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54,120,1,835,40,9,33,cama_mesa_banho,bed_bath_table,041f09bbcd85d178903f5bb71f11a02e,1,386486367c1f9d4f587a8864ccb6902b,cca3071e3e9bb7d12640c9fbe2301306,"2017-05-04 11:55:17",109.9,29.7
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54,120,1,835,40,9,33,cama_mesa_banho,bed_bath_table,041f09bbcd85d178903f5bb71f11a02e,2,386486367c1f9d4f587a8864ccb6902b,cca3071e3e9bb7d12640c9fbe2301306,"2017-05-04 11:55:17",109.9,29.7
